sub,hemi,label,total_surface_area_.mm.2.,cortical_thickness_mean,dataset,group,group_hemi,sulcal_depth_mm
003_S_0981,lh,prcus-a,164,1.848,ADNI,older adult,oa lh,8.64664114943889
003_S_0981,lh,prcus-i,161,2.316,ADNI,older adult,oa lh,5.10309109351299
003_S_0981,lh,prcus-p,136,2.11,ADNI,older adult,oa lh,4.7083606565534
003_S_0981,lh,spls,444,2.123,ADNI,older adult,oa lh,10.1180789374935
003_S_0981,lh,sps,133,1.596,ADNI,older adult,oa lh,6.40627915653029
003_S_0981,rh,ifrms,67,2.769,ADNI,older adult,oa rh,3.68413283714063
003_S_0981,rh,mcgs,655,1.87,ADNI,older adult,oa rh,13.9907010100081
003_S_0981,rh,pos,1055,2.144,ADNI,older adult,oa rh,17.9192518929651
003_S_0981,rh,prculs,92,1.532,ADNI,older adult,oa rh,12.4971618375224
003_S_0981,rh,prcus-a,473,1.735,ADNI,older adult,oa rh,10.6587997995066
003_S_0981,rh,prcus-i,57,2.339,ADNI,older adult,oa rh,5.10229702951027
003_S_0981,rh,prcus-p,231,1.789,ADNI,older adult,oa rh,7.0619173218038
003_S_0981,rh,spls,388,2.287,ADNI,older adult,oa rh,10.8706916249641
003_S_4288,lh,ifrms,52,2.516,ADNI,older adult,oa lh,3.55753533274582
003_S_4288,lh,mcgs,427,2.13,ADNI,older adult,oa lh,14.6251071490331
003_S_4288,lh,pos,1438,1.956,ADNI,older adult,oa lh,20.7246327363561
003_S_4288,lh,prculs,238,2.012,ADNI,older adult,oa lh,12.6249194940678
003_S_4288,lh,prcus-a,74,2.423,ADNI,older adult,oa lh,10.7971479687223
003_S_4288,lh,prcus-i,312,2.196,ADNI,older adult,oa lh,10.4870366385001
003_S_4288,lh,prcus-p,240,2.384,ADNI,older adult,oa lh,8.05061239016128
003_S_4288,lh,spls,477,2.39,ADNI,older adult,oa lh,12.9078473441293
003_S_4288,lh,sps,742,1.985,ADNI,older adult,oa lh,12.2853568776645
003_S_4288,lh,sspls,30,2.341,ADNI,older adult,oa lh,3.42197626013016
003_S_4288,rh,ifrms,56,3.194,ADNI,older adult,oa rh,1.91007887183128
003_S_4288,rh,mcgs,917,2.151,ADNI,older adult,oa rh,15.6789799728939
003_S_4288,rh,pos,1254,2.1,ADNI,older adult,oa rh,20.2855471873639
003_S_4288,rh,prculs,226,2.057,ADNI,older adult,oa rh,12.6281691769857
003_S_4288,rh,prcus-a,106,2.03,ADNI,older adult,oa rh,7.79213650388652
003_S_4288,rh,prcus-i,293,2.113,ADNI,older adult,oa rh,8.18278068926083
003_S_4288,rh,prcus-p,54,2.206,ADNI,older adult,oa rh,3.61480314126809
003_S_4288,rh,spls,322,2.567,ADNI,older adult,oa rh,8.0793298813334
003_S_4288,rh,sps,409,2.058,ADNI,older adult,oa rh,10.6276539602335
003_S_4644,lh,ifrms,64,3.277,ADNI,older adult,oa lh,4.41687654686012
003_S_4644,lh,mcgs,477,2.123,ADNI,older adult,oa lh,15.9030078342038
003_S_4644,lh,pos,1185,2.092,ADNI,older adult,oa lh,21.8558520821707
003_S_4644,lh,prculs,353,2.006,ADNI,older adult,oa lh,14.3213264504526
003_S_4644,lh,prcus-a,352,1.983,ADNI,older adult,oa lh,12.3886312145172
003_S_4644,lh,prcus-i,439,2.163,ADNI,older adult,oa lh,12.6053725289435
003_S_4644,lh,prcus-p,230,2.346,ADNI,older adult,oa lh,6.84849843760593
003_S_4644,lh,spls,486,2.312,ADNI,older adult,oa lh,14.3964596664642
003_S_4644,lh,sps,121,2.242,ADNI,older adult,oa lh,8.45817508839239
003_S_4644,rh,ifrms,62,2.733,ADNI,older adult,oa rh,4.2757151565602
003_S_4644,rh,mcgs,769,2.026,ADNI,older adult,oa rh,16.1559133084572
003_S_4644,rh,pos,1060,2.233,ADNI,older adult,oa rh,21.8272627465677
003_S_4644,rh,prculs,383,2.17,ADNI,older adult,oa rh,16.7245571890429
003_S_4644,rh,prcus-a,81,2.175,ADNI,older adult,oa rh,10.3390312489554
003_S_4644,rh,prcus-i,387,2.022,ADNI,older adult,oa rh,10.1682152117371
003_S_4644,rh,prcus-p,133,2.371,ADNI,older adult,oa rh,8.34141825809161
003_S_4644,rh,spls,465,2.351,ADNI,older adult,oa rh,12.7164641699588
003_S_4644,rh,sps,333,1.947,ADNI,older adult,oa rh,11.6874264756155
003_S_4644,rh,sspls,21,2.9,ADNI,older adult,oa rh,2.03087206462839
003_S_6014,lh,ifrms,46,2.455,ADNI,older adult,oa lh,3.6925744330654
003_S_6014,lh,mcgs,1102,2.267,ADNI,older adult,oa lh,16.9546339818005
003_S_6014,lh,pos,1116,2.209,ADNI,older adult,oa lh,19.0595252196241
003_S_6014,lh,prculs,230,1.791,ADNI,older adult,oa lh,16.1507898844606
003_S_6014,lh,prcus-a,424,2.244,ADNI,older adult,oa lh,11.6335305504736
003_S_6014,lh,prcus-i,212,2.284,ADNI,older adult,oa lh,12.301017600542
003_S_6014,lh,prcus-p,289,2.241,ADNI,older adult,oa lh,8.39046979483853
003_S_6014,lh,spls,705,2.348,ADNI,older adult,oa lh,13.7940737374542
003_S_6014,lh,sspls,32,2.559,ADNI,older adult,oa lh,3.63082919348104
003_S_6014,rh,ifrms,35,2.947,ADNI,older adult,oa rh,4.07314250625274
003_S_6014,rh,mcgs,1080,2.261,ADNI,older adult,oa rh,15.5408448540518
003_S_6014,rh,pos,1506,2.127,ADNI,older adult,oa rh,23.8889756562095
003_S_6014,rh,prculs,293,2.13,ADNI,older adult,oa rh,13.4649310804695
003_S_6014,rh,prcus-a,147,2.069,ADNI,older adult,oa rh,8.48545934765759
003_S_6014,rh,prcus-i,543,2.15,ADNI,older adult,oa rh,11.9599995590139
003_S_6014,rh,prcus-p,104,2.039,ADNI,older adult,oa rh,6.05481207324467
003_S_6014,rh,spls,507,2.309,ADNI,older adult,oa rh,11.5280068765202
003_S_6259,lh,icgs-p,45,2.658,ADNI,older adult,oa lh,3.07007073303769
003_S_6259,lh,ifrms,43,2.883,ADNI,older adult,oa lh,2.98237423870085
003_S_6259,lh,mcgs,611,2.23,ADNI,older adult,oa lh,15.8802035903581
003_S_6259,lh,pos,1186,2.28,ADNI,older adult,oa lh,18.6663005576143
003_S_6259,lh,prculs,519,2.217,ADNI,older adult,oa lh,10.3789618018249
003_S_6259,lh,prcus-a,493,2.181,ADNI,older adult,oa lh,11.4386433220597
003_S_6259,lh,prcus-i,155,2.321,ADNI,older adult,oa lh,4.50333757132143
003_S_6259,lh,prcus-p,97,2.427,ADNI,older adult,oa lh,5.30599147024857
003_S_6259,lh,spls,570,2.369,ADNI,older adult,oa lh,12.8781834555742
003_S_6259,lh,sps,845,1.964,ADNI,older adult,oa lh,13.1788463845575
003_S_6259,rh,ifrms,38,2.602,ADNI,older adult,oa rh,1.71552605083299
003_S_6259,rh,mcgs,868,2.15,ADNI,older adult,oa rh,14.4680364466968
003_S_6259,rh,pos,1390,2.213,ADNI,older adult,oa rh,21.6537666144093
003_S_6259,rh,prculs,439,2.018,ADNI,older adult,oa rh,13.0889709767309
003_S_6259,rh,prcus-a,100,2.027,ADNI,older adult,oa rh,7.79240847994908
003_S_6259,rh,prcus-i,371,2.019,ADNI,older adult,oa rh,12.3435354798629
003_S_6259,rh,prcus-p,49,2.596,ADNI,older adult,oa rh,2.21830613379362
003_S_6259,rh,spls,390,2.383,ADNI,older adult,oa rh,9.83610958791903
003_S_6259,rh,sps,620,2.295,ADNI,older adult,oa rh,14.034912416667
003_S_6259,rh,sspls,26,2.386,ADNI,older adult,oa rh,2.3935853454914
003_S_6260,lh,ifrms,21,3.236,ADNI,older adult,oa lh,2.42376616855896
003_S_6260,lh,mcgs,1260,2.109,ADNI,older adult,oa lh,16.4766861640546
003_S_6260,lh,pos,1336,2.235,ADNI,older adult,oa lh,20.2581278553288
003_S_6260,lh,prculs,87,2.451,ADNI,older adult,oa lh,9.60339944426003
003_S_6260,lh,prcus-a,155,2.162,ADNI,older adult,oa lh,11.3577834019644
003_S_6260,lh,prcus-i,278,1.99,ADNI,older adult,oa lh,13.9095428306607
003_S_6260,lh,prcus-p,285,2.184,ADNI,older adult,oa lh,8.2018051538446
003_S_6260,lh,spls,557,2.391,ADNI,older adult,oa lh,14.9916076263752
003_S_6260,lh,sps,320,1.952,ADNI,older adult,oa lh,13.9947409120264
003_S_6260,lh,sspls,12,2.62,ADNI,older adult,oa lh,2.49061137399239
003_S_6260,rh,icgs-p,75,3.208,ADNI,older adult,oa rh,2.19952743205817
003_S_6260,rh,ifrms,22,2.853,ADNI,older adult,oa rh,1.99836666397415
003_S_6260,rh,mcgs,1060,2.077,ADNI,older adult,oa rh,15.8617256436906
003_S_6260,rh,pos,1129,2.218,ADNI,older adult,oa rh,19.686734419682
003_S_6260,rh,prculs,159,1.909,ADNI,older adult,oa rh,11.6454986992874
003_S_6260,rh,prcus-a,120,2.049,ADNI,older adult,oa rh,9.27448916437977
003_S_6260,rh,prcus-i,279,1.948,ADNI,older adult,oa rh,9.44481534926308
003_S_6260,rh,prcus-p,257,2.187,ADNI,older adult,oa rh,8.95401016936284
003_S_6260,rh,spls,521,2.494,ADNI,older adult,oa rh,12.734861028883
003_S_6260,rh,sps,514,1.986,ADNI,older adult,oa rh,14.3186624942061
003_S_6260,rh,sspls,34,2.89,ADNI,older adult,oa rh,2.84188282041851
005_S_0602,lh,ifrms,153,2.256,ADNI,older adult,oa lh,5.37012844363528
005_S_0602,lh,mcgs,768,2.018,ADNI,older adult,oa lh,15.4613649142018
005_S_0602,lh,pos,697,2.183,ADNI,older adult,oa lh,16.4750003697527
005_S_0602,lh,prculs,392,2.074,ADNI,older adult,oa lh,15.5735308850633
005_S_0602,lh,prcus-a,331,1.963,ADNI,older adult,oa lh,11.5482003084217
005_S_0602,lh,prcus-i,282,1.975,ADNI,older adult,oa lh,11.744909263257
005_S_0602,lh,prcus-p,273,2.463,ADNI,older adult,oa lh,6.19464133840518
005_S_0602,lh,spls,377,2.581,ADNI,older adult,oa lh,11.8542909087517
005_S_0602,lh,sps,422,2.037,ADNI,older adult,oa lh,10.6050881755765
005_S_0602,rh,ifrms,56,2.695,ADNI,older adult,oa rh,3.52273616799936
005_S_0602,rh,mcgs,932,1.926,ADNI,older adult,oa rh,15.156403378009
005_S_0602,rh,pos,814,2.139,ADNI,older adult,oa rh,19.6501208407306
005_S_0602,rh,prculs,459,1.937,ADNI,older adult,oa rh,17.7943125706194
005_S_0602,rh,prcus-a,141,2.265,ADNI,older adult,oa rh,8.42882692505135
005_S_0602,rh,prcus-i,370,2.053,ADNI,older adult,oa rh,9.1606921026355
005_S_0602,rh,prcus-p,69,2.207,ADNI,older adult,oa rh,1.91856225521397
005_S_0602,rh,spls,381,2.495,ADNI,older adult,oa rh,8.1954531710772
005_S_0602,rh,sps,285,1.782,ADNI,older adult,oa rh,9.55729296801933
005_S_0602,rh,sspls,32,2.588,ADNI,older adult,oa rh,2.49626676878906
005_S_0610,lh,ifrms,42,2.218,ADNI,older adult,oa lh,7.91401021865139
005_S_0610,lh,mcgs,1001,1.621,ADNI,older adult,oa lh,16.1614014770895
005_S_0610,lh,pos,647,1.897,ADNI,older adult,oa lh,17.1480827044606
005_S_0610,lh,prculs,457,1.389,ADNI,older adult,oa lh,16.6475569932282
005_S_0610,lh,prcus-a,359,1.842,ADNI,older adult,oa lh,11.7661465387458
005_S_0610,lh,prcus-i,47,3.009,ADNI,older adult,oa lh,5.11719715137525
005_S_0610,lh,prcus-p,101,2.856,ADNI,older adult,oa lh,2.56071477493742
005_S_0610,lh,spls,549,2.322,ADNI,older adult,oa lh,12.814620395891
005_S_0610,lh,sps,278,1.402,ADNI,older adult,oa lh,9.85227251886275
005_S_0610,rh,ifrms,30,2.884,ADNI,older adult,oa rh,4.14989896693408
005_S_0610,rh,mcgs,1030,1.537,ADNI,older adult,oa rh,15.5090836055571
005_S_0610,rh,pos,1074,1.761,ADNI,older adult,oa rh,20.2715321194328
005_S_0610,rh,prculs,639,1.464,ADNI,older adult,oa rh,14.1244087825395
005_S_0610,rh,prcus-a,55,1.88,ADNI,older adult,oa rh,9.00539532561367
005_S_0610,rh,prcus-i,253,1.542,ADNI,older adult,oa rh,5.84537517596294
005_S_0610,rh,prcus-p,99,1.995,ADNI,older adult,oa rh,5.03728725795454
005_S_0610,rh,spls,237,2.43,ADNI,older adult,oa rh,7.99519873559214
005_S_0610,rh,sps,396,1.371,ADNI,older adult,oa rh,9.63233328699559
006_S_0484,lh,icgs-p,87,2.78,ADNI,older adult,oa lh,4.29315316728945
006_S_0484,lh,ifrms,347,2.202,ADNI,older adult,oa lh,9.39180131986777
006_S_0484,lh,mcgs,772,1.917,ADNI,older adult,oa lh,15.7048535382872
006_S_0484,lh,pos,769,2.343,ADNI,older adult,oa lh,19.1672917684505
006_S_0484,lh,prculs,241,1.704,ADNI,older adult,oa lh,12.3855670624144
006_S_0484,lh,prcus-a,500,1.863,ADNI,older adult,oa lh,11.3402766292429
006_S_0484,lh,prcus-i,291,1.817,ADNI,older adult,oa lh,9.29582915692792
006_S_0484,lh,prcus-p,251,2.213,ADNI,older adult,oa lh,9.53044307437289
006_S_0484,lh,spls,429,2.467,ADNI,older adult,oa lh,12.9521221837096
006_S_0484,rh,icgs-p,41,2.696,ADNI,older adult,oa rh,2.26826996706609
006_S_0484,rh,ifrms,149,2.468,ADNI,older adult,oa rh,5.44708655628575
006_S_0484,rh,mcgs,721,1.944,ADNI,older adult,oa rh,14.2299425220375
006_S_0484,rh,pos,1031,2.247,ADNI,older adult,oa rh,19.0900142423772
006_S_0484,rh,prculs,301,1.948,ADNI,older adult,oa rh,12.2264331119233
006_S_0484,rh,prcus-a,64,2.332,ADNI,older adult,oa rh,6.37132307999278
006_S_0484,rh,prcus-i,200,1.772,ADNI,older adult,oa rh,8.34092193556536
006_S_0484,rh,prcus-p,135,2.059,ADNI,older adult,oa rh,5.63481773928697
006_S_0484,rh,spls,679,2.445,ADNI,older adult,oa rh,9.06676071478229
006_S_0498,lh,icgs-p,24,2.846,ADNI,older adult,oa lh,2.27974288838178
006_S_0498,lh,ifrms,78,2.82,ADNI,older adult,oa lh,4.30107628300154
006_S_0498,lh,mcgs,510,1.736,ADNI,older adult,oa lh,14.3048871612516
006_S_0498,lh,pos,1274,2.138,ADNI,older adult,oa lh,21.2037346077874
006_S_0498,lh,prculs,114,1.768,ADNI,older adult,oa lh,9.23238618589164
006_S_0498,lh,prcus-a,261,2.181,ADNI,older adult,oa lh,7.93079807619381
006_S_0498,lh,prcus-i,76,1.751,ADNI,older adult,oa lh,4.77155819699814
006_S_0498,lh,prcus-p,152,2.409,ADNI,older adult,oa lh,8.68818262850407
006_S_0498,lh,spls,413,2.253,ADNI,older adult,oa lh,10.7386045144204
006_S_0498,lh,sps,922,1.879,ADNI,older adult,oa lh,14.9631490286474
006_S_0498,rh,ifrms,49,2.804,ADNI,older adult,oa rh,4.98274957652605
006_S_0498,rh,mcgs,674,1.659,ADNI,older adult,oa rh,13.6619045146253
006_S_0498,rh,pos,1385,1.85,ADNI,older adult,oa rh,18.2236686751946
006_S_0498,rh,prculs,475,1.589,ADNI,older adult,oa rh,12.3036311658154
006_S_0498,rh,prcus-a,65,2.099,ADNI,older adult,oa rh,6.64586958089485
006_S_0498,rh,prcus-i,318,1.931,ADNI,older adult,oa rh,10.9735878372486
006_S_0498,rh,prcus-p,184,2.777,ADNI,older adult,oa rh,7.09985181566758
006_S_0498,rh,spls,391,2.125,ADNI,older adult,oa rh,11.0619011498963
006_S_0498,rh,sps,601,1.619,ADNI,older adult,oa rh,11.1669567149653
006_S_0498,rh,sspls,28,2.021,ADNI,older adult,oa rh,4.93134070330808
006_S_0731,lh,ifrms,12,3.169,ADNI,older adult,oa lh,2.55146141631985
006_S_0731,lh,mcgs,565,1.825,ADNI,older adult,oa lh,13.9641690939579
006_S_0731,lh,pos,849,1.834,ADNI,older adult,oa lh,16.3468092267177
006_S_0731,lh,prculs,481,1.75,ADNI,older adult,oa lh,17.4185086582033
006_S_0731,lh,prcus-a,238,1.579,ADNI,older adult,oa lh,11.4802043902347
006_S_0731,lh,prcus-i,172,1.578,ADNI,older adult,oa lh,11.0243380578203
006_S_0731,lh,prcus-p,263,2.031,ADNI,older adult,oa lh,7.74329518610696
006_S_0731,lh,spls,353,2.922,ADNI,older adult,oa lh,11.3445527715218
006_S_0731,lh,sps,516,1.738,ADNI,older adult,oa lh,12.6989207666233
006_S_0731,rh,icgs-p,24,2.745,ADNI,older adult,oa rh,1.85475188032609
006_S_0731,rh,ifrms,62,3.705,ADNI,older adult,oa rh,1.99220019468803
006_S_0731,rh,mcgs,921,2.022,ADNI,older adult,oa rh,14.1412560248898
006_S_0731,rh,pos,511,2.178,ADNI,older adult,oa rh,18.1401808142269
006_S_0731,rh,prculs,525,1.635,ADNI,older adult,oa rh,11.9074129357544
006_S_0731,rh,prcus-a,211,2.013,ADNI,older adult,oa rh,8.27543814881348
006_S_0731,rh,prcus-i,66,2.585,ADNI,older adult,oa rh,2.56015540380903
006_S_0731,rh,prcus-p,45,2.586,ADNI,older adult,oa rh,2.22260841236753
006_S_0731,rh,spls,419,2.679,ADNI,older adult,oa rh,10.1782952975457
006_S_0731,rh,sps,807,1.79,ADNI,older adult,oa rh,18.170993695792
006_S_4485,lh,ifrms,24,2.841,ADNI,older adult,oa lh,2.14005426916063
006_S_4485,lh,mcgs,1136,1.948,ADNI,older adult,oa lh,17.7830500330636
006_S_4485,lh,pos,1006,2.014,ADNI,older adult,oa lh,23.176358386113
006_S_4485,lh,prculs,485,1.967,ADNI,older adult,oa lh,15.5372790281423
006_S_4485,lh,prcus-a,501,1.835,ADNI,older adult,oa lh,11.7095239966405
006_S_4485,lh,prcus-i,317,1.728,ADNI,older adult,oa lh,10.2095732467164
006_S_4485,lh,prcus-p,115,2.185,ADNI,older adult,oa lh,8.43192244787783
006_S_4485,lh,spls,429,2.496,ADNI,older adult,oa lh,13.1175710287801
006_S_4485,lh,sps,691,1.745,ADNI,older adult,oa lh,15.5187452524214
006_S_4485,lh,sspls,11,3.135,ADNI,older adult,oa lh,2.12860796436058
006_S_4485,rh,ifrms,106,2.662,ADNI,older adult,oa rh,3.38447276535948
006_S_4485,rh,mcgs,918,1.891,ADNI,older adult,oa rh,15.3914640092554
006_S_4485,rh,pos,1686,2.323,ADNI,older adult,oa rh,21.2249686220815
006_S_4485,rh,prculs,196,2.195,ADNI,older adult,oa rh,15.3525614607098
006_S_4485,rh,prcus-a,374,1.818,ADNI,older adult,oa rh,11.7374716456299
006_S_4485,rh,prcus-i,222,2.059,ADNI,older adult,oa rh,10.3798453034214
006_S_4485,rh,prcus-p,305,1.74,ADNI,older adult,oa rh,11.5772787104955
006_S_4485,rh,spls,244,2.624,ADNI,older adult,oa rh,9.1570619247492
006_S_4485,rh,sps,275,1.776,ADNI,older adult,oa rh,14.2668936119364
006_S_6277,lh,ifrms,75,2.497,ADNI,older adult,oa lh,8.97038132212636
006_S_6277,lh,mcgs,958,2.062,ADNI,older adult,oa lh,15.9561034261781
006_S_6277,lh,pos,584,2.392,ADNI,older adult,oa lh,18.7374533651248
006_S_6277,lh,prculs,448,1.761,ADNI,older adult,oa lh,12.5877091339844
006_S_6277,lh,prcus-a,218,2.078,ADNI,older adult,oa lh,10.3568939770043
006_S_6277,lh,prcus-i,129,1.975,ADNI,older adult,oa lh,6.65715626888763
006_S_6277,lh,prcus-p,300,1.978,ADNI,older adult,oa lh,8.88908871493351
006_S_6277,lh,spls,388,2.793,ADNI,older adult,oa lh,12.685238795174
006_S_6277,lh,sps,527,1.925,ADNI,older adult,oa lh,12.4603027909243
006_S_6277,rh,ifrms,51,2.513,ADNI,older adult,oa rh,8.59566436456852
006_S_6277,rh,mcgs,682,1.916,ADNI,older adult,oa rh,15.508463028459
006_S_6277,rh,pos,1060,2.127,ADNI,older adult,oa rh,19.7424862475342
006_S_6277,rh,prculs,134,2.528,ADNI,older adult,oa rh,11.706724174481
006_S_6277,rh,prcus-a,215,1.792,ADNI,older adult,oa rh,5.05062302735448
006_S_6277,rh,prcus-i,249,2.109,ADNI,older adult,oa rh,8.56669909145591
006_S_6277,rh,prcus-p,154,2.509,ADNI,older adult,oa rh,2.22812489471782
006_S_6277,rh,spls,449,2.379,ADNI,older adult,oa rh,10.818905589034
006_S_6277,rh,sps,603,1.807,ADNI,older adult,oa rh,14.7185596858098
006_S_6375,lh,ifrms,38,3.213,ADNI,older adult,oa lh,2.96145229245663
006_S_6375,lh,mcgs,452,2.241,ADNI,older adult,oa lh,12.5548112418633
006_S_6375,lh,pos,649,2.209,ADNI,older adult,oa lh,18.7593239798557
006_S_6375,lh,prculs,387,1.808,ADNI,older adult,oa lh,12.2072069287034
006_S_6375,lh,prcus-a,296,1.95,ADNI,older adult,oa lh,6.95138382882756
006_S_6375,lh,prcus-i,252,2.147,ADNI,older adult,oa lh,7.6161791754713
006_S_6375,lh,prcus-p,84,2.134,ADNI,older adult,oa lh,4.07394086076926
006_S_6375,lh,spls,446,2.611,ADNI,older adult,oa lh,11.0132783311313
006_S_6375,lh,sps,220,1.95,ADNI,older adult,oa lh,9.28229127623915
006_S_6375,rh,ifrms,25,2.937,ADNI,older adult,oa rh,1.90147281548673
006_S_6375,rh,mcgs,722,2.046,ADNI,older adult,oa rh,11.8393880277525
006_S_6375,rh,pos,953,2.201,ADNI,older adult,oa rh,19.6035269042489
006_S_6375,rh,prculs,221,1.687,ADNI,older adult,oa rh,10.3170274581031
006_S_6375,rh,prcus-a,190,2.056,ADNI,older adult,oa rh,7.37445515788312
006_S_6375,rh,prcus-i,138,2.027,ADNI,older adult,oa rh,7.10266557259555
006_S_6375,rh,prcus-p,45,2.668,ADNI,older adult,oa rh,2.17691390832504
006_S_6375,rh,spls,283,2.58,ADNI,older adult,oa rh,8.05975942697588
006_S_6375,rh,sps,273,1.927,ADNI,older adult,oa rh,9.99097673461872
007_S_0068,lh,ifrms,103,2.917,ADNI,older adult,oa lh,4.00756351611144
007_S_0068,lh,mcgs,551,1.692,ADNI,older adult,oa lh,13.3951990762175
007_S_0068,lh,pos,963,1.826,ADNI,older adult,oa lh,17.6336613187591
007_S_0068,lh,prculs,411,1.822,ADNI,older adult,oa lh,12.4539786237533
007_S_0068,lh,prcus-a,84,2.144,ADNI,older adult,oa lh,4.62683813566543
007_S_0068,lh,prcus-i,177,2.019,ADNI,older adult,oa lh,9.25390063888426
007_S_0068,lh,prcus-p,45,2.687,ADNI,older adult,oa lh,2.61333584944459
007_S_0068,lh,spls,473,2.448,ADNI,older adult,oa lh,10.3054298966019
007_S_0068,lh,sps,358,1.685,ADNI,older adult,oa lh,12.898403655506
007_S_0068,rh,icgs-p,54,3.494,ADNI,older adult,oa rh,1.00899854710712
007_S_0068,rh,ifrms,21,3.125,ADNI,older adult,oa rh,3.45337408730539
007_S_0068,rh,mcgs,691,1.9,ADNI,older adult,oa rh,12.7243020151386
007_S_0068,rh,pos,825,2.032,ADNI,older adult,oa rh,17.4792516402527
007_S_0068,rh,prculs,258,2.127,ADNI,older adult,oa rh,10.454373090502
007_S_0068,rh,prcus-a,93,2.143,ADNI,older adult,oa rh,3.39191848398164
007_S_0068,rh,prcus-i,670,2.08,ADNI,older adult,oa rh,13.2004919816573
007_S_0068,rh,prcus-p,112,3.131,ADNI,older adult,oa rh,2.26058825809544
007_S_0068,rh,spls,434,2.581,ADNI,older adult,oa rh,7.64794966665358
007_S_0068,rh,sspls,13,3.219,ADNI,older adult,oa rh,1.18011671580901
007_S_0070,lh,ifrms,61,2.734,ADNI,older adult,oa lh,3.09330320497413
007_S_0070,lh,mcgs,802,1.886,ADNI,older adult,oa lh,15.0174646230467
007_S_0070,lh,pos,1074,2.146,ADNI,older adult,oa lh,24.1677360515568
007_S_0070,lh,prculs,825,1.809,ADNI,older adult,oa lh,18.3321532292574
007_S_0070,lh,prcus-a,276,1.711,ADNI,older adult,oa lh,13.4425034163794
007_S_0070,lh,prcus-i,226,1.935,ADNI,older adult,oa lh,8.72940098909163
007_S_0070,lh,prcus-p,54,2.725,ADNI,older adult,oa lh,2.11816051960604
007_S_0070,lh,spls,524,2.484,ADNI,older adult,oa lh,14.1910102994879
007_S_0070,lh,sps,505,1.807,ADNI,older adult,oa lh,11.6138964500013
007_S_0070,rh,ifrms,60,3.289,ADNI,older adult,oa rh,2.92649454268892
007_S_0070,rh,mcgs,621,2.003,ADNI,older adult,oa rh,13.4855581844981
007_S_0070,rh,pos,1037,2.339,ADNI,older adult,oa rh,23.6464440717308
007_S_0070,rh,prculs,791,1.717,ADNI,older adult,oa rh,20.391331492289
007_S_0070,rh,prcus-a,777,1.893,ADNI,older adult,oa rh,12.0555253377168
007_S_0070,rh,prcus-i,148,2.135,ADNI,older adult,oa rh,5.33198532690996
007_S_0070,rh,prcus-p,508,2.011,ADNI,older adult,oa rh,8.74564750252148
007_S_0070,rh,spls,487,2.474,ADNI,older adult,oa rh,12.0590385070843
007_S_0070,rh,sps,441,1.833,ADNI,older adult,oa rh,10.3481526541176
007_S_4387,lh,ifrms,15,2.806,ADNI,older adult,oa lh,2.79032864502036
007_S_4387,lh,mcgs,727,2.144,ADNI,older adult,oa lh,14.9594812173249
007_S_4387,lh,pos,931,2.255,ADNI,older adult,oa lh,20.8253304526285
007_S_4387,lh,prculs,548,1.956,ADNI,older adult,oa lh,18.3935659635366
007_S_4387,lh,prcus-a,323,2.06,ADNI,older adult,oa lh,11.3533392018147
007_S_4387,lh,prcus-i,86,2.614,ADNI,older adult,oa lh,2.46538794301541
007_S_4387,lh,prcus-p,298,1.842,ADNI,older adult,oa lh,9.96242013087049
007_S_4387,lh,spls,507,2.189,ADNI,older adult,oa lh,12.4207555057668
007_S_4387,lh,sps,166,1.974,ADNI,older adult,oa lh,4.33964571175755
007_S_4387,lh,sspls,12,2.761,ADNI,older adult,oa lh,3.3658190390158
007_S_4387,rh,icgs-p,33,2.546,ADNI,older adult,oa rh,1.82345823987485
007_S_4387,rh,ifrms,45,2.623,ADNI,older adult,oa rh,1.9026409586817
007_S_4387,rh,mcgs,768,2.057,ADNI,older adult,oa rh,13.3473913496802
007_S_4387,rh,pos,1133,2.189,ADNI,older adult,oa rh,22.9013713154611
007_S_4387,rh,prculs,267,2.008,ADNI,older adult,oa rh,11.1436946397201
007_S_4387,rh,prcus-a,322,2.039,ADNI,older adult,oa rh,9.67056743942746
007_S_4387,rh,prcus-i,139,2.678,ADNI,older adult,oa rh,2.43354077662072
007_S_4387,rh,prcus-p,89,2.105,ADNI,older adult,oa rh,5.34225720141215
007_S_4387,rh,spls,386,2.314,ADNI,older adult,oa rh,11.1592523174066
